ID,Gender,Own_car,Own_property,Work_phone,Phone,Email,Unemployed,Num_children,Num_family,Account_length,Total_income,Age,Years_employed,Income_type,Education_type,Family_status,Housing_type,Occupation_type,Target
5010001,0,0,1,0,0,0,0,2,4,28,157500,33.51745758,5.604495643,State servant,Secondary / secondary special,Married,House / apartment,Core staff,0
5010005,1,1,1,0,0,0,1,0,2,11,157500,63.85346722,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5010007,0,0,1,0,1,0,0,1,3,52,112500,29.91437196,9.774328015,State servant,Incomplete higher,Civil marriage,House / apartment,Secretaries,0
5010015,0,1,1,0,0,0,0,1,2,8,112500,35.30804876,1.941176068,Commercial associate,Secondary / secondary special,Separated,House / apartment,Other,0
5010020,0,0,0,0,0,1,0,0,1,57,99000,29.65974661,6.855719145,Commercial associate,Higher education,Single / not married,With parents,Other,1
5010023,0,0,1,0,0,0,0,0,2,8,135000,56.89918342,6.354682163,Working,Secondary / secondary special,Married,House / apartment,Laborers,1
5010031,1,1,1,0,1,0,1,0,2,43,85500,60.5652409,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5010036,0,0,1,0,0,0,1,0,2,21,292500,59.08950902,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,0
5010041,0,0,1,1,0,0,0,0,2,17,67500,59.93004648,23.18733444,Working,Secondary / secondary special,Married,House / apartment,Core staff,0
5010052,0,0,1,0,0,1,0,0,2,39,90000,50.58009405,8.271217068,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,0
5010057,1,1,1,0,1,1,0,0,1,4,112500,46.47597144,6.855719145,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
5010059,0,0,1,0,0,0,0,0,2,60,112500,45.37533283,12.52318665,Working,Secondary / secondary special,Married,House / apartment,Other,0
5010067,0,0,1,0,0,0,0,0,1,28,360000,50.34463404,21.43781186,Working,Secondary / secondary special,Widow,House / apartment,Core staff,1
5010070,0,0,1,0,0,1,0,0,1,10,279000,30.36612661,1.689288623,State servant,Higher education,Single / not married,House / apartment,Managers,0
5010072,0,0,1,0,0,0,0,0,2,23,157500,45.87910772,9.604577781,Working,Secondary / secondary special,Married,House / apartment,Core staff,0
5010077,1,1,0,0,0,0,0,2,4,27,157500,34.27311991,3.107524453,Working,Secondary / secondary special,Married,Municipal apartment,Cleaning staff,0
5010081,1,0,1,0,1,1,0,0,2,57,135000,57.30713156,0.522940238,Working,Secondary / secondary special,Married,House / apartment,Security staff,0
5010088,0,1,1,0,0,1,0,0,1,17,112500,22.25370815,2.603749564,Working,Incomplete higher,Single / not married,With parents,Sales staff,0
5010089,0,0,0,0,0,0,0,0,2,5,225000,28.2113938,4.605159586,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5010099,0,1,1,0,0,0,0,2,4,42,306000,37.07399878,10.85580128,State servant,Higher education,Married,House / apartment,Core staff,0
5010104,0,0,1,0,0,0,1,0,2,44,166500,61.8164644,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5010108,0,1,1,0,0,0,1,0,2,43,135000,60.55702718,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5010113,0,1,1,0,0,1,1,0,1,43,202500,58.23254413,0,Pensioner,Higher education,Widow,House / apartment,Other,0
5010117,0,0,1,1,1,0,0,1,3,19,67500,42.15555419,5.185595871,State servant,Secondary / secondary special,Married,Municipal apartment,Core staff,0
5010118,1,0,1,0,0,0,0,0,1,4,180000,22.8971163,1.437401179,Working,Secondary / secondary special,Single / not married,House / apartment,Other,0
5010119,1,1,1,0,0,0,0,0,2,12,315000,38.79614229,2.521612353,Working,Secondary / secondary special,Married,House / apartment,Managers,0
5010124,0,1,1,0,0,1,0,1,3,51,202500,41.05491557,14.68887109,Working,Secondary / secondary special,Married,House / apartment,Other,0
5010126,0,0,1,1,1,1,0,2,4,9,270000,35.39292388,5.689370761,Working,Secondary / secondary special,Married,House / apartment,Managers,0
5010138,1,1,1,0,0,0,1,0,2,10,112500,63.75764047,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,1
5010147,0,1,1,0,0,0,0,1,3,22,157500,34.22383759,15.77582017,Working,Secondary / secondary special,Married,House / apartment,Managers,0
5010158,1,1,1,0,0,0,0,0,2,5,202500,50.96340103,21.18592442,Commercial associate,Lower secondary,Married,House / apartment,Other,0
5010160,1,1,1,0,1,1,0,0,2,29,252000,60.55428927,4.438147258,Working,Secondary / secondary special,Married,House / apartment,Security staff,0
5010165,0,0,1,0,0,0,0,0,2,11,135000,50.65401754,5.108934475,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,1
5010172,0,0,1,0,0,0,0,0,2,57,135000,58.31741925,1.270388851,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5010174,1,0,1,0,0,1,0,0,2,0,90000,24.15929143,2.023313278,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5010175,1,1,1,1,1,1,0,2,4,38,225000,50.31177916,11.69086292,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Other,0
5010182,1,0,0,0,1,0,0,1,2,37,247500,45.988624,18.02364183,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
5010188,0,0,1,0,1,0,0,0,2,58,76500,42.71682512,13.85654736,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
5010192,0,1,1,0,0,0,1,0,2,27,126000,63.89179792,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5010195,1,0,1,0,0,0,0,0,2,27,360000,49.56706845,3.605823528,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5010196,0,0,1,0,1,0,1,0,1,37,135000,63.51944256,0,Pensioner,Higher education,Single / not married,House / apartment,Other,0
5010198,1,1,1,0,0,1,0,0,2,22,135000,27.32704984,5.108934475,Working,Lower secondary,Married,With parents,Laborers,0
5010208,0,0,1,0,0,1,0,0,2,12,135000,37.68455204,10.9406764,Commercial associate,Higher education,Married,House / apartment,Core staff,0
5010210,1,1,1,1,0,0,0,0,2,10,202500,51.94630964,2.940512126,Commercial associate,Higher education,Married,House / apartment,Other,0
5010215,0,1,1,0,0,0,0,1,3,45,90000,48.00098565,22.02372396,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,0
5010228,1,1,1,0,0,0,0,0,2,35,315000,59.06212995,5.941258205,Commercial associate,Incomplete higher,Married,House / apartment,Secretaries,0
5010234,1,1,1,0,0,0,0,0,2,34,225000,45.19463096,11.85787525,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5010241,1,1,1,0,0,0,0,0,2,17,225000,55.15513666,2.855637008,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5010253,0,1,1,0,0,0,0,0,2,30,247500,53.97509874,22.85604769,State servant,Secondary / secondary special,Married,House / apartment,Managers,0
5010256,0,1,1,1,0,0,0,1,3,4,67500,40.2089023,9.856465225,Working,Secondary / secondary special,Civil marriage,House / apartment,Cooking staff,0
5010258,1,0,1,1,1,0,0,1,3,23,562500,37.75573763,15.43905761,Working,Incomplete higher,Married,House / apartment,Other,0
5010283,0,0,1,0,0,1,1,0,2,5,126000,55.81771015,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5010293,0,0,1,1,0,0,0,0,1,5,99000,27.42287658,3.186923756,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,0
5010296,0,0,1,0,0,0,0,0,2,39,135000,40.84409673,5.108934475,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,1
5010302,0,0,1,1,1,0,0,0,2,17,189000,55.39607247,17.02430577,Commercial associate,Secondary / secondary special,Married,House / apartment,Other,0
5010305,0,0,1,0,0,0,1,0,2,35,157500,64.10261675,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5010309,0,1,1,0,0,0,0,1,3,23,112500,41.36703697,5.355346106,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,0
5010317,1,0,0,0,0,1,0,0,2,45,135000,25.99095122,0.355927911,Commercial associate,Higher education,Married,House / apartment,Cooking staff,0
5010322,0,0,0,0,0,0,1,0,2,38,216000,62.60771953,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5010346,0,0,1,0,0,1,0,0,2,12,328500,54.821112,5.185595871,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,0
5010348,0,0,0,0,0,0,0,0,1,4,126000,22.47547862,2.603749564,Working,Secondary / secondary special,Single / not married,With parents,Sales staff,0
5010351,1,1,0,0,0,0,0,1,3,29,180000,28.99717311,3.271798873,State servant,Incomplete higher,Married,With parents,Drivers,0
5010356,0,0,1,0,0,1,0,0,1,12,310500,35.97883598,3.605823528,State servant,Higher education,Single / not married,House / apartment,Accountants,0
5010358,0,0,1,1,1,0,0,0,2,11,126000,39.05624345,20.18658836,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5010360,0,0,1,1,0,0,0,2,3,33,67500,40.60863673,20.27146348,Working,Secondary / secondary special,Separated,House / apartment,Other,1
5010361,1,1,0,1,1,0,0,0,1,53,90000,33.90350247,5.522358433,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Drivers,0
5010365,0,1,1,0,0,1,0,1,2,33,157500,26.83148867,5.774245878,Working,Higher education,Separated,House / apartment,Medicine staff,0
5010371,0,1,1,0,0,0,1,0,2,4,270000,65.07457374,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5010385,0,1,1,0,0,1,0,0,2,8,540000,37.6681246,6.940594263,Commercial associate,Higher education,Married,House / apartment,Managers,0
5010394,0,1,1,1,1,0,0,1,3,26,225000,38.73590833,4.356010048,Working,Higher education,Married,House / apartment,High skill tech staff,0
5010402,0,0,1,0,0,0,1,0,2,28,202500,59.83421973,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,1
5010414,1,1,0,0,0,0,0,1,2,17,270000,36.75640157,8.605241723,Working,Secondary / secondary special,Separated,House / apartment,Drivers,0
5010420,0,0,1,0,0,1,0,0,2,30,67500,42.91669233,0.774827683,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,1
5010431,0,1,0,0,0,0,0,1,3,7,180000,30.40993313,0.355927911,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5010434,0,0,1,0,0,0,1,0,2,26,90000,58.91428298,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5010447,0,0,1,0,0,0,1,0,2,6,202500,62.86234488,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5010453,0,1,1,1,0,0,0,0,2,44,157500,36.26905412,15.9428325,Working,Secondary / secondary special,Married,House / apartment,Core staff,0
5010456,0,0,1,0,0,1,0,0,2,39,171000,51.35218382,10.68878896,Student,Higher education,Married,House / apartment,Core staff,0
5010465,0,1,1,0,1,0,0,1,3,24,157500,34.55786224,1.856300951,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5010468,1,1,1,0,0,0,0,0,2,31,675000,32.61394827,6.023395415,State servant,Higher education,Married,House / apartment,High skill tech staff,1
5010473,1,1,1,0,0,0,0,0,2,58,135000,35.830989,0.856964893,Commercial associate,Higher education,Civil marriage,House / apartment,Other,0
5010480,1,1,1,1,1,0,0,2,4,8,315000,37.79133042,0.438065121,Working,Higher education,Married,House / apartment,Other,0
5010485,1,1,1,0,0,0,1,0,2,36,112500,54.72254735,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5010491,0,1,0,0,0,0,0,2,4,14,270000,37.69550367,12.77507409,State servant,Higher education,Married,House / apartment,Secretaries,1
5010496,1,1,1,1,0,0,0,1,3,43,202500,27.9759338,0.856964893,Working,Secondary / secondary special,Married,House / apartment,Other,0
5010501,0,0,0,0,0,1,0,1,2,12,90000,38.90565857,0.94184001,Working,Secondary / secondary special,Separated,Rented apartment,Sales staff,0
5010503,0,1,1,0,0,0,0,0,1,53,135000,47.45888006,6.855719145,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,0
5010507,0,1,1,0,0,0,0,1,3,4,157500,37.86525391,11.6059878,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5010515,1,1,1,0,0,1,0,0,2,40,112500,27.52417914,4.523022376,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5010518,1,1,1,0,0,0,0,1,3,39,450000,50.58556986,7.187005893,Working,Higher education,Married,Office apartment,Managers,0
5010531,0,0,1,0,0,0,1,0,2,46,76500,55.7574762,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,0
5010534,1,1,1,0,0,0,0,0,2,5,90000,57.98887041,3.94258609,Working,Secondary / secondary special,Married,House / apartment,Security staff,0
5010535,0,1,0,0,0,0,0,2,4,52,135000,38.13356879,8.356092185,Working,Secondary / secondary special,Married,House / apartment,Laborers,1
5010542,0,1,1,0,1,1,0,0,1,46,315000,49.78610102,8.271217068,Commercial associate,Secondary / secondary special,Separated,House / apartment,Laborers,0
5010556,1,1,1,0,1,0,0,0,2,58,135000,43.18774513,7.942668227,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff,0
5010564,0,1,1,0,0,1,0,0,2,12,121500,27.77606659,4.605159586,Working,Higher education,Married,House / apartment,Sales staff,0
5010574,1,1,1,0,0,1,0,1,3,32,247500,30.99310732,4.356010048,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5010583,0,0,0,0,0,1,0,1,3,43,72000,38.80435601,5.270470988,Commercial associate,Higher education,Married,House / apartment,Accountants,0
5010584,1,1,0,0,0,0,0,0,2,14,135000,56.06138388,1.437401179,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5010586,1,1,1,0,0,0,0,1,3,39,180000,46.02147888,9.109016612,Working,Secondary / secondary special,Married,House / apartment,Managers,0
5010592,0,0,1,0,0,0,1,0,2,53,112500,62.77199395,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5010598,0,0,1,0,0,0,0,1,3,8,247500,29.88699289,2.521612353,Commercial associate,Incomplete higher,Married,House / apartment,Accountants,0
5010599,0,0,1,0,0,0,0,2,4,6,90000,32.48252873,12.35617432,Working,Higher education,Married,House / apartment,Drivers,0
5010606,0,0,1,0,1,0,1,0,1,34,65250,54.47613572,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,0
5010613,0,0,1,0,0,0,0,0,2,18,184500,50.79091289,3.356673991,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,0
5010615,0,0,1,0,0,0,0,0,2,53,90000,57.99708413,3.022649336,Working,Secondary / secondary special,Civil marriage,House / apartment,Cleaning staff,0
5010620,0,0,1,0,1,0,1,0,2,37,103500,60.92938253,0,Pensioner,Incomplete higher,Married,House / apartment,Other,0
5010625,0,0,1,0,0,0,0,0,1,2,180000,53.17289198,5.522358433,Working,Secondary / secondary special,Single / not married,House / apartment,Other,0
5010632,0,1,1,0,0,0,0,0,2,58,180000,34.11705921,1.856300951,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,0
5010642,0,0,0,0,1,0,1,0,2,54,180000,52.74030268,0,Pensioner,Secondary / secondary special,Married,Municipal apartment,Other,0
5010644,1,0,1,0,0,0,1,0,2,7,157500,52.28307221,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5010645,0,1,1,0,0,0,0,2,4,10,67500,32.64954106,4.438147258,Working,Higher education,Married,House / apartment,Other,0
5010647,1,0,0,1,1,0,0,1,3,16,112500,24.21131166,1.355263968,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5010652,1,1,0,0,0,0,0,0,1,40,180000,30.26756196,2.940512126,Working,Higher education,Single / not married,House / apartment,Laborers,0
5010653,1,1,1,0,0,0,0,2,4,14,270000,36.57843761,11.18708803,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5010665,1,1,1,0,0,0,0,0,2,14,180000,46.97700843,8.186341951,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5010672,0,0,1,0,0,0,0,1,3,4,157500,42.47588931,23.85812166,Working,Secondary / secondary special,Civil marriage,House / apartment,Other,0
5010675,0,0,1,0,0,0,0,2,4,15,225000,35.03973388,1.774163741,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,0
5010676,1,1,1,0,0,1,0,0,2,3,189000,56.98953435,2.269724909,Working,Secondary / secondary special,Married,House / apartment,Security staff,0
5010678,1,1,1,0,0,0,0,0,2,33,292500,28.19222845,6.108270533,Working,Higher education,Married,House / apartment,Managers,0
5010689,1,1,1,1,1,1,0,0,1,18,99000,56.56242086,0.856964893,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
5010691,1,0,0,0,0,0,0,0,2,12,202500,33.34770735,1.108852338,Commercial associate,Incomplete higher,Civil marriage,With parents,Other,1
5010696,0,1,1,0,0,0,0,2,4,40,292500,38.215706,8.271217068,Commercial associate,Higher education,Married,House / apartment,Sales staff,0
5010706,1,1,0,0,1,0,0,0,2,26,202500,43.42868094,13.85654736,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5010709,1,0,1,1,1,0,0,2,4,6,180000,37.85977809,16.43839367,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5010715,0,0,1,0,0,1,0,0,2,33,135000,58.58025832,2.773499798,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,0
